Date,Stock,Sector,Open,High,Low,Close,Volume,Daily_Return,PnL
2024-02-23,AXISBANK.NS,Banking,1097.214810240105,1105.601189852014,1088.2294296284936,1095.0184326171875,6250943.0,-0.003724154460228113,-4.09326171875006
2024-02-26,AXISBANK.NS,Banking,1091.673732347796,1093.021636882295,1077.8962224273082,1083.4371337890625,5354189.0,-0.010576350573793247,-11.581298828124973
2024-02-27,AXISBANK.NS,Banking,1079.8929933996226,1086.7818094222257,1070.30861200262,1077.2972412109375,6546815.0,-0.005667050156064168,-6.139892578125022
2024-02-28,AXISBANK.NS,Banking,1075.6499533390715,1083.237583930446,1062.3216627406923,1072.455078125,7643191.0,-0.004494732651960209,-4.842163085937455
2024-02-29,AXISBANK.NS,Banking,1069.26032190184,1080.5420155035836,1053.635718593948,1073.3536376953125,13648997.0,0.0008378528748107517,0.8985595703124205
2024-03-01,AXISBANK.NS,Banking,1074.2522427400784,1099.9104492314327,1074.2522427400784,1097.4644775390625,4819390.0,0.022463090445680622,24.110839843750114
2024-03-04,AXISBANK.NS,Banking,1097.4643317550683,1107.098680260867,1091.3242977010711,1104.9521484375,5895441.0,0.006822700006862803,7.487670898437444
2024-03-05,AXISBANK.NS,Banking,1100.4095913012502,1109.0955325685743,1092.7221475547017,1099.011962890625,4851446.0,-0.005375966330555482,-5.940185546874943
2024-03-06,AXISBANK.NS,Banking,1098.4127231478956,1130.111146623373,1093.570626141005,1123.1724853515625,13787638.0,0.021983857570931686,24.16052246093756
2024-03-07,AXISBANK.NS,Banking,1124.1709452324976,1125.0695076625943,1105.75096383962,1109.64453125,6943879.0,-0.012044413728073189,-13.527954101562441
2024-03-11,AXISBANK.NS,Banking,1110.4433420755754,1118.1807535398016,1100.1101782364665,1103.304931640625,6751641.0,-0.005713180600487866,-6.339599609374952
2024-03-12,AXISBANK.NS,Banking,1103.2050222642006,1119.5784062450598,1082.488728859692,1095.218017578125,9817138.0,-0.007329718041298561,-8.086914062499964
2024-03-13,AXISBANK.NS,Banking,1094.219654472328,1097.7639365910056,1069.0106706443842,1078.64501953125,11503890.0,-0.015132145181032675,-16.572998046874982
2024-03-14,AXISBANK.NS,Banking,1073.2536735868105,1079.4935205262686,1053.88516431233,1056.5308837890625,10253613.0,-0.020501773374708265,-22.114135742187457
2024-03-15,AXISBANK.NS,Banking,1054.5341700624665,1054.5341700624665,1028.5764058763134,1044.7001953125,17798175.0,-0.011197674065270835,-11.83068847656246
2024-03-18,AXISBANK.NS,Banking,1042.3041833307857,1065.1670101939606,1041.9048086945677,1059.6259765625,7612407.0,0.014287143160278015,14.92578125000009
2024-03-19,AXISBANK.NS,Banking,1053.835423795538,1059.226554591466,1044.9997021501642,1049.0931396484375,6728886.0,-0.009940146001546468,-10.532836914062505
2024-03-20,AXISBANK.NS,Banking,1048.2944426775036,1055.7322925934038,1029.2753376115431,1033.0692138671875,12619644.0,-0.015274073555203826,-16.023925781249954
2024-03-21,AXISBANK.NS,Banking,1037.661633028349,1048.8435126295617,1026.4798752991549,1033.917724609375,9903738.0,0.0008213493643964842,0.8485107421873901
2024-03-22,AXISBANK.NS,Banking,1038.4104631578375,1045.5488732507845,1028.2769261899778,1031.62158203125,9891194.0,-0.002220817501694783,-2.2961425781249467
2024-03-26,AXISBANK.NS,Banking,1027.3284547052351,1042.5037145196154,1025.8308913601838,1038.8597412109375,9656767.0,0.0070162928982502315,7.238159179687528
2024-03-27,AXISBANK.NS,Banking,1044.1011741006478,1055.8320865340806,1042.553643286156,1051.1396484375,17027308.0,0.011820563199656409,12.279907226562589
2024-03-28,AXISBANK.NS,Banking,1051.1397479991892,1056.6807814435142,1042.4039613170703,1045.4989013671875,10235318.0,-0.005366315578236747,-5.640747070312454
2024-04-01,AXISBANK.NS,Banking,1050.640500553454,1062.022006359109,1047.196153605961,1051.3892822265625,5484556.0,0.005634038306183031,5.890380859375009
2024-04-02,AXISBANK.NS,Banking,1049.2927774750888,1054.13487486163,1038.5102720214925,1045.4989013671875,13617893.0,-0.005602473754441117,-5.890380859375001
2024-04-03,AXISBANK.NS,Banking,1042.1044710178303,1068.5614236813,1042.054503490413,1061.5228271484375,11573590.0,0.015326583088988155,16.023925781250032
2024-04-04,AXISBANK.NS,Banking,1068.2619860201664,1078.9445571315553,1057.429634181191,1061.223388671875,17964844.0,-0.00028208387884309793,-0.29943847656252265
2024-04-05,AXISBANK.NS,Banking,1059.376267693954,1061.273205606129,1046.397385593409,1057.3795166015625,9210187.0,-0.0036221139783991774,-3.8438720703125417
2024-04-08,AXISBANK.NS,Banking,1065.2667760030004,1077.696503600243,1061.8224288968793,1074.3021240234375,4967186.0,0.016004289052491405,16.92260742187504
2024-04-09,AXISBANK.NS,Banking,1088.229361074942,1088.229361074942,1069.6096324949904,1078.24560546875,11385226.0,0.0036707378279616787,3.9434814453124107
2024-04-10,AXISBANK.NS,Banking,1084.4355825167183,1091.224585687004,1078.245702234185,1086.0330810546875,9064074.0,0.007222357825007908,7.787475585937616
2024-04-12,AXISBANK.NS,Banking,1077.746397535418,1094.618968568782,1069.360018608632,1071.7061767578125,18045983.0,-0.013191959385769003,-14.326904296875014
2024-04-15,AXISBANK.NS,Banking,1061.373104163407,1069.2602959872042,1053.5358798697457,1056.2314453125,8889435.0,-0.014439341473357459,-15.474731445312441
2024-04-16,AXISBANK.NS,Banking,1048.2443786991994,1056.1315700594969,1042.6534998937286,1050.1912841796875,7107881.0,-0.005718596203150739,-6.04016113281248
2024-04-18,AXISBANK.NS,Banking,1042.453901492634,1049.6921245535996,1012.2030722269628,1022.3366088867188,17832438.0,-0.026523430267016757,-27.854675292968718
2024-04-19,AXISBANK.NS,Banking,1013.3511522068916,1035.265446109261,994.0825168693706,1027.42822265625,21598007.0,0.004980369210367819,5.091613769531261
2024-04-22,AXISBANK.NS,Banking,1037.3121282267066,1056.7804501712887,1030.323499836344,1052.23779296875,9410832.0,0.024147254051829492,24.809570312500107
2024-04-23,AXISBANK.NS,Banking,1056.2813792679226,1058.527724356158,1047.046405016289,1054.0350341796875,8300012.0,0.001708018114296106,1.7972412109375806
2024-04-24,AXISBANK.NS,Banking,1054.2846042499411,1067.2135191612067,1054.2846042499411,1061.5228271484375,5641163.0,0.007103931772606931,7.487792968749914
2024-04-25,AXISBANK.NS,Banking,1098.2131700761147,1132.1079732582912,1084.3357247343847,1125.1693115234375,46136295.0,0.059957716167040154,63.64648437500004
2024-04-26,AXISBANK.NS,Banking,1128.1644278290491,1139.495966512928,1121.175798630108,1128.4639892578125,10133766.0,0.0029281617447547426,3.2946777343749614
2024-04-29,AXISBANK.NS,Banking,1128.4640177624838,1162.1092275784451,1123.472139637147,1157.366943359375,15183242.0,0.02561265080383457,28.902954101562475
2024-04-30,AXISBANK.NS,Banking,1158.2654439778755,1180.9784882359277,1153.2735661189631,1164.006103515625,18965164.0,0.0057364349261428416,6.639160156249902
2024-05-02,AXISBANK.NS,Banking,1154.1222121474534,1172.0929732362545,1146.1352072190973,1147.982177734375,12302236.0,-0.013766187078274927,-16.023925781249943
2024-05-03,AXISBANK.NS,Banking,1149.0305070050233,1161.3604213398796,1132.257748109204,1139.645751953125,9993632.0,-0.007261807668218823,-8.336425781250028
2024-05-06,AXISBANK.NS,Banking,1142.0418302187284,1154.1221501495231,1133.8052318288203,1141.792236328125,7490104.0,0.0018834663063687085,2.146484374999942
2024-05-07,AXISBANK.NS,Banking,1144.1884546124293,1146.9339876311676,1122.2241904625234,1125.8681640625,7115509.0,-0.013946558541013565,-15.924072265624991
2024-05-08,AXISBANK.NS,Banking,1122.8231479726346,1133.6055313779957,1116.4335197294456,1126.816650390625,8175609.0,0.0008424488393938834,0.9484863281249754
2024-05-09,AXISBANK.NS,Banking,1120.177429274663,1132.7070918714192,1110.3932995927955,1113.8377685546875,5226693.0,-0.01151818428618201,-12.978881835937544
2024-05-10,AXISBANK.NS,Banking,1121.8746454678296,1138.1482169680246,1111.5414820829196,1118.280517578125,7242718.0,0.003988685918957735,4.442749023437386
2024-05-13,AXISBANK.NS,Banking,1118.280560072801,1133.5557565245344,1103.255079409812,1130.1612548828125,5513160.0,0.010624111855599416,11.88073730468761
2024-05-14,AXISBANK.NS,Banking,1128.114566096159,1134.2546009854527,1116.2838385028565,1121.026123046875,5471143.0,-0.008083033988707022,-9.135131835937553
2024-05-15,AXISBANK.NS,Banking,1123.721712351589,1129.362437029224,1116.7829287650115,1126.2176513671875,5436338.0,0.004631050261524994,5.19152832031258
2024-05-16,AXISBANK.NS,Banking,1132.3076822370365,1142.091689744301,1109.4948247332395,1137.4493408203125,10750526.0,0.009972929690357901,11.231689453124968
2024-05-17,AXISBANK.NS,Banking,1130.16118415318,1144.1384426144384,1124.2707437129595,1139.4959716796875,9909986.0,0.0017993160538463115,2.046630859374893
2024-05-21,AXISBANK.NS,Banking,1134.1546578731836,1143.8888197695424,1127.3656551864028,1135.802001953125,8162017.0,-0.0032417576001759763,-3.693969726562536
2024-05-22,AXISBANK.NS,Banking,1140.144907651532,1140.144907651532,1116.1339263028826,1124.1708984375,9094033.0,-0.010240432307412894,-11.631103515625025
2024-05-23,AXISBANK.NS,Banking,1124.1709351031163,1167.7500547859142,1123.9213412010065,1163.357177734375,12818081.0,0.03485793783786839,39.186279296875036
2024-05-24,AXISBANK.NS,Banking,1163.6068245207025,1175.0881445395682,1158.7147594426062,1172.093017578125,8814997.0,0.007509164004783964,8.735839843750028
2024-05-27,AXISBANK.NS,Banking,1176.985081003924,1194.0572802857782,1166.1027620182183,1185.0718994140625,10450046.0,0.011073252413665635,12.97888183593761
2024-05-28,AXISBANK.NS,Banking,1186.0701643307336,1190.463041165621,1177.0847842979251,1181.4776611328125,4018776.0,-0.003032928451874639,-3.5942382812500306
2024-05-29,AXISBANK.NS,Banking,1170.0961898274145,1183.9736348832184,1154.122180409975,1157.8660888671875,9418064.0,-0.01998478095894418,-23.611572265624936
2024-05-30,AXISBANK.NS,Banking,1153.3234454629503,1177.8835827438163,1153.12381909157,1166.052734375,7232217.0,0.007070459690051045,8.18664550781251
2024-05-31,AXISBANK.NS,Banking,1171.094680931854,1176.0865593671986,1151.5265418397094,1160.2623291015625,10057642.0,-0.0049658176707944035,-5.790405273437508
2024-06-03,AXISBANK.NS,Banking,1195.1056253692,1240.182188649666,1191.4615298576955,1221.9119873046875,22197339.0,0.05313424098743491,61.649658203124936
2024-06-04,AXISBANK.NS,Banking,1222.0118188881215,1222.0118188881215,1099.76076696467,1129.4124755859375,24135989.0,-0.07570063366248403,-92.49951171874999
2024-06-05,AXISBANK.NS,Banking,1136.1513438967522,1191.0619976000223,1108.895643400688,1182.5758056640625,21039499.0,0.047071668878585715,53.16333007812502
2024-06-06,AXISBANK.NS,Banking,1190.163519723218,1193.9573957244136,1161.3604082472602,1169.0478515625,12006879.0,-0.011439396981376637,-13.527954101562521
2024-06-07,AXISBANK.NS,Banking,1176.0864384907798,1193.2584497946386,1164.8547131656344,1184.8721923828125,8583998.0,0.013536093325146936,15.824340820312523
2024-06-10,AXISBANK.NS,Banking,1183.075146484375,1210.4306636973222,1183.075146484375,1198.05078125,9995057.0,0.011122371637978024,13.178588867187434
2024-06-11,AXISBANK.NS,Banking,1202.4935218314042,1207.3855869678534,1188.5162625112805,1192.6595458984375,9390212.0,-0.004500005705882937,-5.39123535156251
2024-06-12,AXISBANK.NS,Banking,1190.1635879654757,1204.1908145964906,1182.176582765644,1185.970458984375,7199718.0,-0.005608546828863581,-6.68908691406256
2024-06-13,AXISBANK.NS,Banking,1199.8478657463295,1200.0474921210014,1171.5438194952746,1172.741943359375,5321148.0,-0.01115416958726645,-13.228515624999947
2024-06-14,AXISBANK.NS,Banking,1179.0315346758443,1182.7255972640348,1168.0993713593632,1179.1314697265625,4451031.0,0.005448365178177594,6.389526367187539
2024-06-18,AXISBANK.NS,Banking,1192.06055379712,1192.06055379712,1179.2314507709457,1189.9639892578125,6837181.0,0.009186863220402408,10.832519531249993
2024-06-19,AXISBANK.NS,Banking,1191.0619882120277,1241.3301709679486,1183.5741718569643,1224.6573486328125,17987437.0,0.02915496577055121,34.69335937500009
2024-06-20,AXISBANK.NS,Banking,1228.1018171293836,1239.4833234915477,1218.4176224324674,1237.486572265625,8206858.0,0.010475765851676755,12.829223632812612
2024-06-21,AXISBANK.NS,Banking,1243.975979339442,1243.975979339442,1221.7621225655237,1235.4398193359375,29311314.0,-0.0016539597079751056,-2.0467529296875675
2024-06-24,AXISBANK.NS,Banking,1229.0002939189978,1233.742577750123,1223.0600081846046,1226.10498046875,6676530.0,-0.007555883112303374,-9.334838867187543
2024-06-25,AXISBANK.NS,Banking,1232.4447453162752,1276.6728343883735,1224.0085200079343,1269.3846435546875,17607952.0,0.03529849709067445,43.27966308593763
2024-06-26,AXISBANK.NS,Banking,1279.0189479197,1290.8496743232877,1257.1544980568556,1283.31201171875,13956370.0,0.010971747795105902,13.927368164062434
2024-06-27,AXISBANK.NS,Banking,1307.8720566322172,1307.8720566322172,1277.9207881597238,1286.856201171875,22311393.0,0.002761751951793956,3.544189453124886
2024-06-28,AXISBANK.NS,Banking,1281.0156818707335,1287.8046845611411,1259.550606908322,1263.1947021484375,7167069.0,-0.018387057545272034,-23.661499023437432
2024-07-01,AXISBANK.NS,Banking,1270.9321647383283,1270.9321647383283,1254.4089994723,1259.8502197265625,5797015.0,-0.002647638100592653,-3.344482421874991
2024-07-02,AXISBANK.NS,Banking,1262.9451463709113,1265.790492484378,1236.2385988093129,1251.364013671875,9945447.0,-0.00673588488679977,-8.486206054687521
2024-07-03,AXISBANK.NS,Banking,1257.9532642364502,1286.506782209,1241.579879914841,1277.9207763671875,15171347.0,0.02122225220252827,26.556762695312564
2024-07-04,AXISBANK.NS,Banking,1285.90777835371,1290.8996563752694,1266.4394540696285,1278.8193359375,4817380.0,0.0007031418433205427,0.8985595703124433
2024-07-05,AXISBANK.NS,Banking,1269.9337492225077,1293.2957623797786,1268.835560448999,1284.9593505859375,8593502.0,0.004801315147410001,6.140014648437518
2024-07-08,AXISBANK.NS,Banking,1282.9125886119964,1295.2924698726165,1277.521336238757,1285.7579345703125,4216951.0,0.0006214857956485798,0.7985839843749837
2024-07-09,AXISBANK.NS,Banking,1281.9141677392236,1292.896298459731,1277.1219164941974,1287.305419921875,6930340.0,0.0012035588581296164,1.5474853515625393
2024-07-10,AXISBANK.NS,Banking,1282.1139084717208,1291.898038189819,1273.0786823324786,1289.5518798828125,9020489.0,0.0017450870059054768,2.2464599609373574
2024-07-11,AXISBANK.NS,Banking,1298.9366185010135,1299.2860255853643,1274.8756691291196,1294.6435546875,7848846.0,0.003948406329453036,5.091674804687358
2024-07-12,AXISBANK.NS,Banking,1292.7951283943742,1338.5060612393029,1292.7951283943742,1316.1751708984375,11278987.0,0.016631308388303623,21.53161621093744
2024-07-15,AXISBANK.NS,Banking,1315.575597352033,1323.2690953628965,1303.8856369793373,1306.33349609375,11537127.0,-0.007477480978439588,-9.84167480468754
2024-07-16,AXISBANK.NS,Banking,1306.3334797626717,1317.3240865270143,1298.5900977241572,1302.886474609375,5433264.0,-0.002638699455140947,-3.4470214843749467
2024-07-18,AXISBANK.NS,Banking,1298.8899842960564,1317.4740781396913,1293.3946805163423,1308.281982421875,6787511.0,0.0041411956587527055,5.395507812499961
2024-07-19,AXISBANK.NS,Banking,1304.5351521039754,1307.882267202837,1287.0999791820136,1291.2464599609375,4496066.0,-0.013021292572875987,-17.035522460937432
2024-07-22,AXISBANK.NS,Banking,1282.254157040865,1291.2464721792971,1277.108530096213,1281.4049072265625,6695557.0,-0.007621746149586883,-9.84155273437497
2024-07-23,AXISBANK.NS,Banking,1287.3997027504545,1289.9974581222002,1249.931725371221,1262.1712646484375,8789327.0,-0.015009808741683228,-19.233642578125043
2024-07-24,AXISBANK.NS,Banking,1261.821601509146,1266.2677527529374,1225.602556319145,1238.1917724609375,10344860.0,-0.018998604119052853,-23.979492187499954
2024-07-25,AXISBANK.NS,Banking,1198.9752696285975,1198.9752696285975,1154.513270046537,1174.8958740234375,32979871.0,-0.051119624476019365,-63.29589843749994
2024-07-26,AXISBANK.NS,Banking,1164.0051748855426,1182.139700501223,1154.263500675127,1176.3446044921875,18554648.0,0.0012330713732007226,1.4487304687499432
2024-07-29,AXISBANK.NS,Banking,1181.3403267525805,1193.579866061191,1162.65634410464,1169.0509033203125,19598573.0,-0.00620030996361276,-7.293701171875021
2024-07-30,AXISBANK.NS,Banking,1163.1059899797806,1178.992437900641,1159.2092956646895,1169.0009765625,18090045.0,-4.270708629594555e-05,-0.04992675781245368
2024-07-31,AXISBANK.NS,Banking,1156.0120428892758,1170.0000883520677,1153.0146045758206,1165.104248046875,17347076.0,-0.0033333834562597753,-3.8967285156249587
2024-08-01,AXISBANK.NS,Banking,1167.0026950641443,1174.6461874515735,1164.454823612974,1171.299072265625,11190500.0,0.005316969901306923,6.194824218750069
2024-08-02,AXISBANK.NS,Banking,1163.0060993620923,1166.8029034557203,1155.1128205144428,1159.8587646484375,10581445.0,-0.009767196003202416,-11.44030761718751
2024-08-05,AXISBANK.NS,Banking,1141.0248463432538,1150.4667282030086,1123.3400091574642,1132.5321044921875,12013362.0,-0.023560334231325974,-27.32666015625004
2024-08-06,AXISBANK.NS,Banking,1139.026583274535,1150.0171906570083,1122.1409893573368,1125.138427734375,8571122.0,-0.0065284478280884795,-7.3936767578124964
2024-08-07,AXISBANK.NS,Banking,1137.8276379214865,1143.8225145765712,1126.0376650467224,1135.829345703125,8370312.0,0.009501869019155063,10.690917968750094
2024-08-08,AXISBANK.NS,Banking,1132.1324857784152,1141.8242766781827,1125.038572458969,1137.17822265625,7903428.0,0.0011875700854426796,1.3488769531249631
2024-08-09,AXISBANK.NS,Banking,1151.0162710566617,1154.713062724147,1138.9765121432945,1141.774169921875,6262086.0,0.004041536475161811,4.595947265624914
2024-08-12,AXISBANK.NS,Banking,1145.0214849192898,1168.1017365309908,1134.880127129973,1163.305908203125,9078384.0,0.01885814099536276,21.531738281249996
2024-08-13,AXISBANK.NS,Banking,1160.3582468075288,1178.592662314838,1154.413376565547,1158.6097412109375,6180463.0,-0.0040369149327551535,-4.696166992187491
2024-08-14,AXISBANK.NS,Banking,1158.0103428946786,1158.0103428946786,1147.6692050368504,1152.1153564453125,5021841.0,-0.005605325533373562,-6.494384765625003
2024-08-16,AXISBANK.NS,Banking,1165.4040707231295,1169.000972398833,1148.618366948407,1165.8536376953125,6107134.0,0.011924397303745282,13.73828125000002
2024-08-19,AXISBANK.NS,Banking,1168.0018101230555,1170.2998949773084,1149.2178143474769,1152.2652587890625,6691823.0,-0.011655304291121715,-13.588378906250037
2024-08-20,AXISBANK.NS,Banking,1157.0112241980148,1175.9950007608493,1153.6641090393628,1167.002685546875,6721749.0,0.012789960163600123,14.737426757812495
2024-08-21,AXISBANK.NS,Banking,1165.603828347,1176.994118402172,1160.508207575656,1173.397216796875,9480630.0,0.005479448615838711,6.394531249999883
2024-08-22,AXISBANK.NS,Banking,1178.6926021829222,1179.9915408958257,1167.951781637088,1168.950927734375,5841326.0,-0.0037892445958218612,-4.446289062499972
2024-08-23,AXISBANK.NS,Banking,1169.0009361917578,1172.9475144975986,1162.506486546248,1164.954345703125,5121962.0,-0.0034189476533424967,-3.996582031249976
2024-08-26,AXISBANK.NS,Banking,1170.6994882789022,1174.2465058769608,1165.104294265047,1169.30078125,3392612.0,0.0037309921739907548,4.346435546874879
2024-08-27,AXISBANK.NS,Banking,1169.000939360119,1183.838234581859,1163.2558492735202,1180.2413330078125,8702113.0,0.00935649059099819,10.940551757812457
2024-08-28,AXISBANK.NS,Banking,1175.994955914158,1180.69089378261,1168.351463880549,1169.9500732421875,5483503.0,-0.00871962324806741,-10.291259765624991
2024-08-29,AXISBANK.NS,Banking,1168.0018028062875,1178.8925198005202,1162.406608982467,1174.3963623046875,7290114.0,0.003800409234710589,4.44628906249994
2024-08-30,AXISBANK.NS,Banking,1175.9949656447764,1181.9398361833976,1170.8493388105494,1174.2464599609375,10190506.0,-0.00012764203684678677,-0.14990234375002726
2024-09-02,AXISBANK.NS,Banking,1174.9957934621327,1192.9804229539002,1173.0973915114537,1187.784912109375,6432362.0,0.011529480913987866,13.538452148437447
2024-09-03,AXISBANK.NS,Banking,1186.985617809891,1192.5309276896276,1175.695217608263,1190.58251953125,7920246.0,0.0023553148329749085,2.797607421875009
2024-09-04,AXISBANK.NS,Banking,1181.6900665341032,1188.634205243029,1172.2981905853524,1176.6943359375,6527941.0,-0.011665032339982617,-13.888183593750018
2024-09-05,AXISBANK.NS,Banking,1180.990705264549,1181.8399550671666,1172.447957214148,1179.5419921875,4234766.0,0.0024200475544324807,2.8476562500000986
2024-09-06,AXISBANK.NS,Banking,1174.9957675970877,1180.341174629591,1149.817335649293,1157.760498046875,9874576.0,-0.01846606079723412,-21.781494140625025
2024-09-09,AXISBANK.NS,Banking,1157.0112163733215,1174.596163835175,1144.0223167076451,1169.8502197265625,7700940.0,0.010442333885188448,12.089721679687537
2024-09-10,AXISBANK.NS,Banking,1177.8933180831702,1189.8330647497864,1172.3480086470006,1186.1861572265625,8723854.0,0.013964127393862658,16.33593749999994
2024-09-11,AXISBANK.NS,Banking,1186.1861945137762,1193.8296865293353,1179.9915375147775,1185.087158203125,6000329.0,-0.0009264979335175116,-1.0989990234374882
2024-09-12,AXISBANK.NS,Banking,1189.083702391641,1204.6703565446362,1175.7451268751188,1202.3223876953125,7592871.0,0.014543427774814655,17.235229492187496
2024-09-13,AXISBANK.NS,Banking,1208.8669203308898,1218.5087048247742,1199.974495430322,1216.410400390625,6762566.0,0.01171733375298567,14.088012695312608
2024-09-16,AXISBANK.NS,Banking,1220.9565800362964,1232.9463336864071,1213.9625570737317,1229.9989013671875,4039284.0,0.011170983881919172,13.588500976562518
