Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,BPCL.NS,ULTRACEMCO.NS,ULTRACEMCO.NS,ULTRACEMCO.NS,ULTRACEMCO.NS,ULTRACEMCO.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,TMCV.NS,TMCV.NS,TMCV.NS,TMCV.NS,TMCV.NS,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01,1093.221182919986,1102.2065625056298,1091.2244319009542,1095.916748046875,4083732,226.93490462673097,231.97257164275777,224.67994305813244,228.9259796142578,20347278,1448.9451947683858,1465.8919221925776,1445.4146265550125,1460.572509765625,2808451,3529.7125282810684,3568.828076087877,3513.880044644979,3549.363525390625,825907,417.2507895715969,423.0572034278601,416.4856014801201,421.3467712402344,9706230,187.20705986661434,188.20671476212158,186.0710946975208,186.61636352539062,4820168,2560.536959940054,2565.8715243869406,2535.689416707376,2551.789794921875,526353,830.285869252277,831.8189412093673,823.4722689184366,826.4410400390625,14239686,1309.0885911056585,1348.1524343953374,1308.5973758744742,1344.573974609375,2632200,1280.7952766903763,1293.848686885263,1277.1223881648045,1285.609619140625,4030540,210.63756813858706,210.63756813858706,206.64857595255413,207.26754760742188,7006288,10375.365118584776,10392.109251809778,10287.99020479852,10336.7900390625,97677,975.5592756483813,988.6447747328209,975.0181575005023,983.28271484375,7683792,,,,,,3477.968451638937,3477.968451638937,3436.730292587616,3465.63134765625,777080
2024-01-02,1093.3210915732434,1097.5641878592241,1080.5419570586787,1091.47412109375,7895577,229.33379426235723,229.33379426235723,222.76083237767295,225.11175537109375,14282514,1455.5355811804557,1458.5012814497022,1433.8814295846275,1444.6143798828125,5396313,3549.3626920473966,3549.3626920473966,3508.524116130841,3523.378662109375,1344068,423.1022369748173,424.3175223998235,417.340843694817,423.4173278808594,10924918,186.61636031159236,191.5237242108597,185.07143661482107,188.16127014160156,21141219,2545.3017864073136,2551.020978758828,2505.8919022522155,2512.42822265625,1310629,826.781764297971,828.7285072707376,821.8661907638304,826.927734375,29242092,1350.8418760709064,1360.3223539499043,1327.4625017013975,1337.2425537109375,2831540,1283.0039664322292,1297.8937610136477,1277.0480485996618,1296.255859375,7448800,207.26753789682505,210.63755827010291,205.45644841199257,209.19326782226562,9458818,10362.374616606054,10362.374616606054,9981.264017475418,10080.6416015625,337528,980.9214292212157,981.5609707229919,964.4415556610799,966.4093017578125,16263825,,,,,,3465.2382880568675,3465.6314050038186,3373.7670784461066,3379.763671875,1511464
2024-01-03,1089.2277993642253,1100.8089321599628,1079.5436046173127,1096.8154296875,10225290,222.56892005886235,222.56892005886235,218.29890053712677,218.73069763183594,19534364,1431.0100512879606,1431.0100512879606,1400.929652107802,1402.8126220703125,7550363,3508.29173242333,3512.8087373367534,3433.83254667766,3438.209716796875,1803075,423.3272518661251,432.7345292019063,422.51707115752623,429.6287841796875,24961710,186.75267712065295,191.251096496922,185.84390496921426,189.25180053710938,11650902,2498.2019960981333,2526.654101927123,2494.8858456925855,2505.459228515625,1008270,828.3391176569097,829.6531453722021,812.2541304155426,814.1765747070312,28389762,1343.2280189844378,1346.7794954307112,1305.306227988536,1308.361572265625,2026920,1295.412048372221,1307.3238832997818,1279.132516403198,1282.16015625,9037536,210.88974357043398,213.34273835135073,208.64305400690512,211.3940887451172,15058884,10080.691187014734,10120.451869077238,9966.940675933645,9988.6240234375,179575,968.8197783020528,972.0665472696064,959.3745612454451,968.1802368164062,16826752,,,,,,3374.7502018567843,3407.042911934397,3353.7134046664887,3381.9755859375,1283859
2024-01-04,1101.2083083004443,1128.164450026747,1098.2631489717503,1121.5751953125,11411683,219.25846405782744,220.62583377514096,216.57170533360141,217.05148315429688,15170336,1416.8875744672803,1430.821596173285,1405.5427510177758,1424.18408203125,7056038,3447.5230645740226,3463.5883776999503,3400.2584476962943,3414.973388671875,3598144,432.10433550007735,433.4096629750966,426.8830826610023,428.8635559082031,12240910,191.29653333666968,195.74951122630532,190.20600955418362,195.06793212890625,31054419,2505.4592299572364,2521.2711964354744,2487.676722471893,2492.002197265625,1376844,816.6586370098769,824.907936188308,813.1058074949292,822.9125366210938,26734056,1318.9645475526188,1333.6518359281395,1309.1894118010985,1331.9989013671875,2647800,1284.4928354763001,1295.337616733607,1280.0755785995668,1288.7860107421875,9612778,209.4454291950679,209.76638882961564,206.78610133804733,207.54263305664062,17904916,10036.48480008347,10040.979292759595,9879.417764334132,9893.0498046875,313755,970.4923808719859,973.1980317046522,966.0649522367138,971.2302856445312,22789140,,,,,,3382.6634911645956,3421.0509521502554,3364.919709377571,3400.013916015625,1651616
2024-01-05,1122.174233462395,1138.0484307122917,1117.182355199662,1135.1031494140625,8025466,218.32286400672194,222.1371030584481,217.57921433478666,219.0665283203125,16889130,1418.5823250946862,1449.6042055294993,1418.1115826606078,1442.8726806640625,8895403,3422.6100928660567,3490.3638028676905,3422.4704854443794,3481.190185546875,1963127,431.5642412446206,431.5642412446206,424.9026258128853,426.6580505371094,9564086,195.79494798435982,197.65793357996012,193.61390047087193,196.70372009277344,20743811,2494.357266422686,2527.903634441405,2494.357266422686,2518.435791015625,1150738,821.1118277236433,829.7504992888211,811.8404409559379,818.7026977539062,31889470,1352.8067473607741,1352.8067473607741,1298.0116643095355,1309.7762451171875,5154128,1291.8881165287519,1300.3009471094986,1289.456165302221,1294.2705078125,8086406,209.0327729317914,210.7521695297045,206.90072394887622,207.74896240234375,8080468,9977.21477296936,9977.21477296936,9873.491253052352,9894.28515625,163191,972.0665334175308,982.2004134055409,967.9342547673281,977.6746215820312,14875499,,,,,,3406.157716000353,3494.67982251401,3401.291754120527,3462.141357421875,2069018
2024-01-08,1143.1400058358747,1144.138381386823,1116.6830537357432,1120.1773681640625,4735538,219.49834042247818,220.69778490566114,215.44421221265733,216.06793212890625,10082886,1439.483154876404,1446.1206687605984,1424.701889324203,1433.693115234375,4440136,3481.1902782695042,3482.9133158422196,3420.1886545813795,3425.68359375,1067805,427.60328590157116,428.05341165177845,418.196008647429,419.0512390136719,8311403,198.11232065146734,200.65688534144408,197.2944312964,198.06687927246094,19310595,2523.145606704356,2524.1549311245517,2466.9625402631996,2478.2568359375,1189828,816.9020369293803,818.7757651976441,807.8983504931613,809.577392578125,17998470,1317.9306494021198,1320.8779412010063,1282.5631478154808,1286.6402587890625,2064756,1295.4120337021336,1306.3063750382337,1275.0378087074926,1284.1702880859375,7734652,209.51420900101192,212.88421508466806,206.9924273646795,208.6201171875,18232610,9955.482037030046,9957.457723086214,9804.391252946516,9813.7265625,176843,977.9698066167579,982.1020854154484,964.4907338916496,966.163330078125,8393164,,,,,,3479.9346884970446,3499.546136835132,3430.783068603019,3441.69482421875,1993855
2024-01-09,1126.7168353593506,1133.7054645793887,1110.543077469764,1114.736328125,6359362,219.7382309459278,221.89723103164107,215.87602553814773,216.2598419189453,14465048,1451.6755526579025,1462.1260117914826,1436.5646744337396,1439.8128662109375,4412074,3455.1598780853456,3494.648088677372,3429.8279514524115,3436.48681640625,1370944,420.8516622164166,423.05721280263634,417.38583369157607,418.1960144042969,5916180,200.8386472281967,201.24759192657578,196.24934504985595,196.88548278808594,11951525,2482.3899397018035,2488.589739743586,2471.816557261796,2479.698486328125,1017205,811.3781710383666,816.5613862283932,801.4497697212522,803.2748413085938,25326888,1296.8082122251112,1296.955600779801,1270.7492201875143,1273.524658203125,1626054,1290.448874370277,1293.8239187379374,1279.1326061603381,1280.7705078125,5403074,210.91264442188847,212.6320409796756,208.91814161635838,210.8897247314453,12301290,9868.155647254223,9895.173731024224,9750.207776645482,9778.755859375,242925,970.3447595485834,978.9536484165683,959.6697613726194,963.9495849609375,14660414,,,,,,3467.5975902807595,3532.7726863797207,3460.3724461419374,3495.614013671875,1807271
2024-01-10,1113.4383808745924,1114.187162569868,1097.264745005451,1105.2017822265625,5934163,216.5957083715038,218.77869165304554,215.42024682503828,217.62722778320312,8874676,1435.7173203076957,1445.6029115375234,1416.9347429419645,1430.962890625,4096845,3436.579604387055,3473.1340080380555,3434.7169596150297,3458.046630859375,1292227,418.1959807331679,420.1764825469771,414.14502043472044,417.0707092285156,6123200,195.385998072256,195.385998072256,190.5695032534016,192.7505645751953,16500666,2479.9387100349245,2493.684153695489,2465.520461720768,2477.439453125,881278,799.6246288205809,807.8739279163432,798.8459435594566,805.9271850585938,16115824,1272.247513186207,1288.1628395121961,1262.6442309451834,1266.402099609375,2052936,1279.0333061103788,1319.7320764251056,1278.0654937339266,1315.3148193359375,11102740,208.71184507825328,209.14741719134483,204.0809337148159,206.90074157714844,15261992,9778.609298697473,9786.314281664387,9611.713019970673,9657.3515625,374333,958.5874760008375,978.9044779822007,958.5874760008375,977.0350952148438,9409181,,,,,,3489.715510244733,3498.562801058463,3460.2737404808913,3485.341064453125,1534821
